Geo Point;Geo Shape;Behinderte Grad;Kategorie;Bezeichnung;Zusatz;Adressezusatz;Firma;Vorname;Name;Adresse;Ort;Land;Öffnungszeiten;Information;Behinderte Info;Telefon;Mobil;Fax;PLZ
47.425202387993686,9.383344148171178;"{""coordinates"": [9.383344148171178, 47.425202387993686], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Sägegässlein;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9000
47.42510986363055,9.38341903539335;"{""coordinates"": [9.38341903539335, 47.42510986363055], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Sägegässlein;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.41726750706985,9.349539258157135;"{""coordinates"": [9.349539258157135, 47.41726750706985], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Leuenbergerstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9000
47.43133043305677,9.385897042452848;"{""coordinates"": [9.385897042452848, 47.43133043305677], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Lindenstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.41873584165368,9.361676907028226;"{""coordinates"": [9.361676907028226, 47.41873584165368], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Ilgenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.43415701581935,9.386900344380988;"{""coordinates"": [9.386900344380988, 47.43415701581935], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Aeplistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9008
47.43408987948884,9.386823856377076;"{""coordinates"": [9.386823856377076, 47.43408987948884], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Aeplistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9008
47.44101900905785,9.40858748080518;"{""coordinates"": [9.40858748080518, 47.44101900905785], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Oberzilstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9016
47.44068755487934,9.393326414412599;"{""coordinates"": [9.393326414412599, 47.44068755487934], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kolumbanstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9008
47.438421123967494,9.395332116088099;"{""coordinates"": [9.395332116088099, 47.438421123967494], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Heiligkreuzstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 5;;;;;9008
47.4371370451618,9.39598920870769;"{""coordinates"": [9.39598920870769, 47.4371370451618], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Heiligkreuzstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9008
47.438393945276516,9.38097393143493;"{""coordinates"": [9.38097393143493, 47.438393945276516], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Peter-und-Paul-Strasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9010
47.44234891984881,9.37988504384584;"{""coordinates"": [9.37988504384584, 47.44234891984881], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Strebelstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9010
47.43701914477577,9.385545620070761;"{""coordinates"": [9.385545620070761, 47.43701914477577], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Schubertstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9008
47.4352081405797,9.404863314790395;"{""coordinates"": [9.404863314790395, 47.4352081405797], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Grünaustrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9016
47.43263862893595,9.401218791987246;"{""coordinates"": [9.401218791987246, 47.43263862893595], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Falkensteinstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.4212261437954,9.377329148970905;"{""coordinates"": [9.377329148970905, 47.4212261437954], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Berneggstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.421391689560856,9.37758740619019;"{""coordinates"": [9.37758740619019, 47.421391689560856], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Berneggstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.4185555274218,9.372422845199084;"{""coordinates"": [9.372422845199084, 47.4185555274218], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Schneebergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 7;;;;;9000
47.41997926008199,9.37301909145686;"{""coordinates"": [9.37301909145686, 47.41997926008199], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Felsenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.41121395240222,9.33367736389932;"{""coordinates"": [9.33367736389932, 47.41121395240222], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zürcher Strasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9014
47.421141891863535,9.374084144790924;"{""coordinates"": [9.374084144790924, 47.421141891863535], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kapellenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.413847735443134,9.332461983878396;"{""coordinates"": [9.332461983878396, 47.413847735443134], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Ullmannstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9014
47.41669678844592,9.358380170910563;"{""coordinates"": [9.358380170910563, 47.41669678844592], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Ilgenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 9;;;;;9000
47.42767185491555,9.389935386823561;"{""coordinates"": [9.389935386823561, 47.42767185491555], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Ackerstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.41638211309919,9.361536119387186;"{""coordinates"": [9.361536119387186, 47.41638211309919], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zimmerstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9000
47.41984488422991,9.369400520993501;"{""coordinates"": [9.369400520993501, 47.41984488422991], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Unterstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.41868613186712,9.352297733021118;"{""coordinates"": [9.352297733021118, 47.41868613186712], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Badstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.4403736514991,9.394456956682552;"{""coordinates"": [9.394456956682552, 47.4403736514991], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Espenmoosstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9008
47.41881888882549,9.351704483901257;"{""coordinates"": [9.351704483901257, 47.41881888882549], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Sömmerlistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.40346878735318,9.33851182483716;"{""coordinates"": [9.33851182483716, 47.40346878735318], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Wolfgangstrasse;St.Gallen;Schweiz;;Invalidenparkplatz: 1;;;;;9014
47.42109197398483,9.35364908115488;"{""coordinates"": [9.35364908115488, 47.42109197398483], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Gerbeweg;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.42087584744098,9.355311948298642;"{""coordinates"": [9.355311948298642, 47.42087584744098], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Feldbachstrasse;St.Gallen;Schweiz;;Güterumschlag: 1;;;;;9000
47.422711187930084,9.354420019752943;"{""coordinates"": [9.354420019752943, 47.422711187930084], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Feldlistrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.422603825389714,9.354836733630153;"{""coordinates"": [9.354836733630153, 47.422603825389714], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Feldlistrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.411502672097846,9.338961597258445;"{""coordinates"": [9.338961597258445, 47.411502672097846], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Otto's;;;;;;Fürstenlandstrasse;St.Gallen;Schweiz;;Kundenparkplatz: 3;;;;;9014
47.437232738363214,9.391170972910107;"{""coordinates"": [9.391170972910107, 47.437232738363214], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kolumbanstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 11;;;;;9008
47.42509086503335,9.38202622696429;"{""coordinates"": [9.38202622696429, 47.42509086503335], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Konkordiastrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.426733723672385,9.394593330132139;"{""coordinates"": [9.394593330132139, 47.426733723672385], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Meienbergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.4350590336733,9.390964252397945;"{""coordinates"": [9.390964252397945, 47.4350590336733], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Bachstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 15;;;;;9008
47.422002724630644,9.35599619917665;"{""coordinates"": [9.35599619917665, 47.422002724630644], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Feldlistrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.42752489740272,9.362988270868161;"{""coordinates"": [9.362988270868161, 47.42752489740272], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Im Hölzli;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 5;;;;;9000
47.42834714698652,9.380264593400154;"{""coordinates"": [9.380264593400154, 47.42834714698652], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Notkerstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9000
47.42036306640917,9.346586461761444;"{""coordinates"": [9.346586461761444, 47.42036306640917], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zwyssigstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 7;;;;;9000
47.420656443644944,9.34617802763083;"{""coordinates"": [9.34617802763083, 47.420656443644944], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zwyssigstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9000
47.42109090044608,9.363196631253368;"{""coordinates"": [9.363196631253368, 47.42109090044608], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Reithalle Kreuzbleiche;;;;;;Militärstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 5;;;;;9000
47.42441872884513,9.38166519253346;"{""coordinates"": [9.38166519253346, 47.42441872884513], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Linsebühlstrasse;St.Gallen;Schweiz;;Güterumschlag: 2;;;;;9000
47.431500298881154,9.394675056666047;"{""coordinates"": [9.394675056666047, 47.431500298881154], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Helvetiastrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 5;;;;;9000
47.42776363746038,9.364496471984534;"{""coordinates"": [9.364496471984534, 47.42776363746038], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Schorenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.42268359006972,9.357056915891821;"{""coordinates"": [9.357056915891821, 47.42268359006972], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Tambourenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9000
47.4273900789062,9.36562205508048;"{""coordinates"": [9.36562205508048, 47.4273900789062], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dietlistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.41673030795717,9.381892373559953;"{""coordinates"": [9.381892373559953, 47.41673030795717], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;St.Georgen-Strasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.416705037884235,9.392323106773723;"{""coordinates"": [9.392323106773723, 47.416705037884235], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kammelenbergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9011
47.41674444408271,9.391836334248225;"{""coordinates"": [9.391836334248225, 47.41674444408271], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kammelenbergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9011
47.41690337011512,9.389965523839615;"{""coordinates"": [9.389965523839615, 47.41690337011512], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kammelenbergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 9;;;;;9011
47.41600511760903,9.390651448658868;"{""coordinates"": [9.390651448658868, 47.41600511760903], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Tutilostrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9011
47.4161669829376,9.389368010053234;"{""coordinates"": [9.389368010053234, 47.4161669829376], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Tutilostrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9011
47.41633691533082,9.388552648002527;"{""coordinates"": [9.388552648002527, 47.41633691533082], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Tutilostrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9011
47.437808103019364,9.378145236833149;"{""coordinates"": [9.378145236833149, 47.437808103019364], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Guisanstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9010
47.4369769881226,9.377664628077017;"{""coordinates"": [9.377664628077017, 47.4369769881226], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Resedastrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9010
47.431690120190645,9.388056067818562;"{""coordinates"": [9.388056067818562, 47.431690120190645], ""type"": ""Point""}";;Parkplätze, Parkhäuser;KSSG Haus Nr. 6;;;;;;Spitalstrasse;St.Gallen;Schweiz;;Kundenparkplatz: 14;;;;;9000
47.42772312160694,9.375778739886124;"{""coordinates"": [9.375778739886124, 47.42772312160694], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kirchgasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.42473423371685,9.360876757817024;"{""coordinates"": [9.360876757817024, 47.42473423371685], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dietlistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.421110687948364,9.371613548423616;"{""coordinates"": [9.371613548423616, 47.421110687948364], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Teufener Strasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.42298921270013,9.381211320745413;"{""coordinates"": [9.381211320745413, 47.42298921270013], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Wildeggstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 2;;;;;9000
47.42630455617864,9.363416686718026;"{""coordinates"": [9.363416686718026, 47.42630455617864], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dietlistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9000
47.43843512136207,9.412070312500086;"{""coordinates"": [9.412070312500086, 47.43843512136207], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Gallusmarkt;;;;;;Favrestrasse;St.Gallen;Schweiz;;Kundenparkplatz: 28;;;;;9016
47.42649463859868,9.359476111529478;"{""coordinates"": [9.359476111529478, 47.42649463859868], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Paul-Brandt-Strasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.422045956767874,9.354639007058974;"{""coordinates"": [9.354639007058974, 47.422045956767874], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Rosenfeldstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 5;;;;;9000
47.42134351286179,9.35254315903956;"{""coordinates"": [9.35254315903956, 47.42134351286179], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Lilienstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.421865584358855,9.351346614539134;"{""coordinates"": [9.351346614539134, 47.421865584358855], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Rosenfeldweg;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.417511001625485,9.355257771866935;"{""coordinates"": [9.355257771866935, 47.417511001625485], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Turnerstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.42987446273742,9.38438908054491;"{""coordinates"": [9.38438908054491, 47.42987446273742], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Parkgarage Athletik-Zentrum (Cityparking Stadtpark);;;;;;Steinachstrasse;St.Gallen;Schweiz;;Unterirdisch, Garage: 53;;;;;9000
47.41004918675961,9.33522481989258;"{""coordinates"": [9.33522481989258, 47.41004918675961], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Migros Fürstenlandstrasse;;;;;;Fürstenlandstrasse;St.Gallen;Schweiz;;Unterirdisch, Garage: 58;;;;;9014
47.41973472670601,9.376570042731668;"{""coordinates"": [9.376570042731668, 47.41973472670601], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Schneebergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 8;;;;;9000
47.426959416582356,9.36085819996795;"{""coordinates"": [9.36085819996795, 47.426959416582356], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Lenaustrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.42585750766557,9.359943720983122;"{""coordinates"": [9.359943720983122, 47.42585750766557], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Fichtestrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 1;;;;;9000
47.42694333636502,9.361098103304386;"{""coordinates"": [9.361098103304386, 47.42694333636502], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Sonnenbergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.43733578669572,9.405697481925573;"{""coordinates"": [9.405697481925573, 47.43733578669572], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Post Neudorf;;;;;;Rorschacher Strasse;St.Gallen;Schweiz;;Kundenparkplatz: 14;;;;;9016
47.41923292347839,9.355520730063066;"{""coordinates"": [9.355520730063066, 47.41923292347839], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dürrenmattstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 7;;;;;9000
47.42538203962625,9.385399717523164;"{""coordinates"": [9.385399717523164, 47.42538203962625], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Axensteinstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9000
47.446907133623604,9.418331094962575;"{""coordinates"": [9.418331094962575, 47.446907133623604], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Lerchentalstrasse;St.Gallen;Schweiz;;Kundenparkplatz: 48;;;;;9016
47.420403688027356,9.373987859760838;"{""coordinates"": [9.373987859760838, 47.420403688027356], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Felsenstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.403983721004444,9.33266573825801;"{""coordinates"": [9.33266573825801, 47.403983721004444], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Marweesstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9014
47.433482650639625,9.38160903671549;"{""coordinates"": [9.38160903671549, 47.433482650639625], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Lessingstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 6;;;;;9008
47.42113960194344,9.368742936560052;"{""coordinates"": [9.368742936560052, 47.42113960194344], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Kesslerstrasse;St.Gallen;Schweiz;;Weiss (bewirtschaftet): 1;;;;;9000
47.423150179507886,9.391290920818516;"{""coordinates"": [9.391290920818516, 47.423150179507886], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dreilindenstrasse;St.Gallen;Schweiz;;Invalidenparkplatz: 1;;;;;9011
47.42385250755299,9.359620430100284;"{""coordinates"": [9.359620430100284, 47.42385250755299], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dietlistrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9000
47.41948249004644,9.375632263463006;"{""coordinates"": [9.375632263463006, 47.41948249004644], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Schneebergstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 9;;;;;9000
47.43874173092579,9.393646779144678;"{""coordinates"": [9.393646779144678, 47.43874173092579], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Spittelerstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9008
47.42718247605976,9.370463483281782;"{""coordinates"": [9.370463483281782, 47.42718247605976], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Dufourstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 4;;;;;9000
47.42657826103787,9.374093998045996;"{""coordinates"": [9.374093998045996, 47.42657826103787], ""type"": ""Point""}";;Parkplätze, Parkhäuser;Hotel Am Ring;;;;;;Unterer Graben;St.Gallen;Schweiz;;Hotelhalt: 1;;;;;9000
47.39956279144194,9.298575587837812;"{""coordinates"": [9.298575587837812, 47.39956279144194], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Zeppelinstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 3;;;;;9015
47.43391979789536,9.384358514723566;"{""coordinates"": [9.384358514723566, 47.43391979789536], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Langgasse;St.Gallen;Schweiz;;Güterumschlag: 3;;;;;9008
47.436641851046396,9.373964928500342;"{""coordinates"": [9.373964928500342, 47.436641851046396], ""type"": ""Point""}";;Parkplätze, Parkhäuser;;;;;;;Glärnischstrasse;St.Gallen;Schweiz;;Erweiterte Blaue Zone: 2;;;;;9010
